run_id,parameter,value,node_id,product_id,period,date,inventory,demand,coverage_ratio
service_level_0_98,service_level,0.98,DC2,PROD2,6,2025-09-11,217.46948276775822,190.0,1.1445762250934644
service_level_0_98,service_level,0.98,DC2,PROD2,7,2025-10-11,222.37315974458764,195.0,1.1403751781773726
service_level_0_98,service_level,0.98,DC2,PROD2,8,2025-11-10,223.58851807883042,192.5,1.1614987952147036
service_level_0_98,service_level,0.98,DC2,PROD2,9,2025-12-10,226.0197100569432,185.0,1.2217281624699634
service_level_0_98,service_level,0.98,DC2,PROD2,10,2026-01-09,221.9395044930954,175.0,1.2682257399605452
service_level_0_98,service_level,0.98,DC2,PROD2,11,2026-02-08,210.65228103439765,165.0,1.2766804911175615
service_level_0_98,service_level,0.98,P1,PROD1,0,2025-03-15,3300.0,500.0,6.6
service_level_0_98,service_level,0.98,P1,PROD1,1,2025-04-14,3300.0,520.0,6.346153846153846
service_level_0_98,service_level,0.98,P1,PROD1,2,2025-05-14,3300.0,540.0,6.111111111111111
service_level_0_98,service_level,0.98,P1,PROD1,3,2025-06-13,3300.0,560.0,5.892857142857143
service_level_0_98,service_level,0.98,P1,PROD1,4,2025-07-13,3300.0,550.0,6.0
service_level_0_98,service_level,0.98,P1,PROD1,5,2025-08-12,3300.0,530.0,6.226415094339623
service_level_0_98,service_level,0.98,P1,PROD1,6,2025-09-11,3300.0,520.0,6.346153846153846
service_level_0_98,service_level,0.98,P1,PROD1,7,2025-10-11,3300.0,510.0,6.470588235294118
service_level_0_98,service_level,0.98,P1,PROD1,8,2025-11-10,3300.0,530.0,6.226415094339623
service_level_0_98,service_level,0.98,P1,PROD1,9,2025-12-10,3300.0,550.0,6.0
service_level_0_98,service_level,0.98,P1,PROD1,10,2026-01-09,3300.0,570.0,5.7894736842105265
service_level_0_98,service_level,0.98,P1,PROD1,11,2026-02-08,3300.0,600.0,5.5
service_level_0_98,service_level,0.98,P1,PROD2,0,2025-03-15,4500.0,300.0,15.0
service_level_0_98,service_level,0.98,P1,PROD2,1,2025-04-14,4500.0,310.0,14.516129032258064
service_level_0_98,service_level,0.98,P1,PROD2,2,2025-05-14,4500.0,320.0,14.0625
service_level_0_98,service_level,0.98,P1,PROD2,3,2025-06-13,4500.0,340.0,13.235294117647058
service_level_0_98,service_level,0.98,P1,PROD2,4,2025-07-13,4500.0,350.0,12.857142857142858
service_level_0_98,service_level,0.98,P1,PROD2,5,2025-08-12,4500.0,370.0,12.162162162162161
service_level_0_98,service_level,0.98,P1,PROD2,6,2025-09-11,4500.0,380.0,11.842105263157896
service_level_0_98,service_level,0.98,P1,PROD2,7,2025-10-11,4500.0,390.0,11.538461538461538
service_level_0_98,service_level,0.98,P1,PROD2,8,2025-11-10,4500.0,385.0,11.688311688311689
service_level_0_98,service_level,0.98,P1,PROD2,9,2025-12-10,4500.0,370.0,12.162162162162161
service_level_0_98,service_level,0.98,P1,PROD2,10,2026-01-09,4500.0,350.0,12.857142857142858
service_level_0_98,service_level,0.98,P1,PROD2,11,2026-02-08,4500.0,330.0,13.636363636363637
